,BASE_YEAR,ALSFC_CTPRVN_NM,ALSFC_SIGNGU_NM,SCHUL_TY_NM,SCHUL_NM,OPN_PD,ARBY_COT_CO_VALUE,ALSFC_ADDR,OPER_ITEM_CN,OPER_TIME_CN,SHWERRM_CO,TOILET_CO,LOCKERRM_CO,x,y
488,2019,충청남도,서산시,중학교,서산중학교,20190301~20191231,1760㎥ /6개 코트,"충청남도 서산시 덕지천로 90, 석남동57-1 (석남동)","기타종목,배드민턴",월요일:19:00~22:00 화요일:19:00~22:00  수요일:19:00~22:00  목요일:19:00~22:00  금요일:19:00~22:00  토요일:19:00~22:00  일요일:19:00~22:00,0,2,1,126.4583704,36.76909535
493,2019,충청남도,태안군,초등학교,이원초등학교,20190301~20191231,493.7㎥ /배구개 코트,충청남도 태안군 이원면 원이로 1536-31,"뉴스포츠**,필라테스,교정운동,기타종목,배구,배드민턴,탁구",월요일:14:30~22:00 화요일:15:30~22:00  수요일:14:00~22:00  목요일:19:00~22:00   토요일:19:00~22:00,2,2,0,126.2809829,36.86935881
494,2019,충청남도,태안군,초등학교,남면초등학교,20190301~20191231,300㎥ /3개 코트,"충청남도 태안군 남면 남면로 125, 남면초등학교","기타종목,배드민턴",월요일:19:00~22:30 화요일:19:00~22:30  수요일:19:00~22:30  목요일:19:00~22:30  금요일:19:00~22:30  토요일:19:00~22:30  일요일:19:00~22:30,0,2,0,126.3001728,36.67354349
496,2019,충청남도,계룡시,초등학교,신도초등학교,20190301~20191231,476㎥ /3개 코트,"충청남도 계룡시 엄사면 번영3길 82, 신도초등학교","족구,바둑,배구,배드민턴,탁구",월요일:13:00~22:00 화요일:13:30~22:30  수요일:13:00~22:00  목요일:13:30~22:30  금요일:13:00~22:00,1,1,1,127.2362853,36.28215807
519,2019,강원도,정선군,초등학교,화동초등학교,20190301~20191231,897.6㎥ /4개 코트,"강원도 정선군 화암면 그림바위길 66-20, 화동초등학교","족구,배드민턴",월요일:14:00~22:00 화요일:14:00~22:00  수요일:00:00~00:00  목요일:14:00~22:00  금요일:14:00~22:00  토요일:14:00~22:00  일요일:00:00~00:00,1,1,1,128.7883563,37.33816208
520,2019,경상남도,사천시,초등학교,노산초등학교,20190301~20191231,600㎥ /0개 코트,경상남도 사천시 동금로 71 (동금동),"농구,탁구",월요일:15:00~22:00 화요일:15:00~22:00  수요일:00:00~00:00  목요일:15:00~22:00  금요일:15:00~22:00,1,1,1,128.0837627,34.9300336
527,2019,전라북도,고창군,초등학교,고창남초등학교,20190416~20191231,864㎥ /4개 코트,"전라북도 고창군 고창읍 중거리당산로 111, 고창남초등학교 내","피구,농구,배구,배드민턴",월요일:19:00~22:00 화요일:19:00~22:00  수요일:19:00~22:00  목요일:19:00~22:00  금요일:19:00~22:00  토요일:09:00~12:00,1,2,0,126.6977187,35.42918943
539,2019,충청남도,서산시,중학교,서령중학교,20190301~20191231,2400㎥ /3개 코트,"충청남도 서산시 양유정1로 49, 한스빌401호 (읍내동)","배구,탁구",월요일:18:30~22:00 화요일:18:30~22:00  수요일:18:30~22:00  목요일:18:30~22:00  금요일:18:30~22:00  토요일:12:00~18:00  일요일:12:00~18:00,0,2,1,126.4486731,36.78407717
555,2019,전라북도,김제시,중학교,용지중학교,20190301~20191231,6269㎥ /4개 코트,"전라북도 김제시 용지면 황토로 702, 용지중학교","족구,배드민턴",월요일:19:00~22:00 화요일:19:00~22:00  수요일:19:00~22:00  목요일:19:00~22:00  금요일:19:00~22:00  토요일:00:00~00:00  일요일:19:00~22:00,2,2,2,126.9605038,35.85077139
564,2019,경기도,안성시,초등학교,죽산초,20190301~20191231,755㎥ /3개 코트,"경기도 안성시 죽산면 죽산초교길 43, 죽산초등학교","배드민턴,탁구",월요일:19:00~22:00 화요일:19:00~22:00  수요일:19:00~22:00  목요일:19:00~22:00  금요일:19:00~22:00  토요일:00:00~00:00  일요일:14:00~17:00,0,0,0,127.4211898,37.07847725
591,2020,경기도,가평군,초등학교,가평초등학교,20200301~20201231,4814㎥ /3개 코트,"경기도 가평군 가평읍 향교로 23, 가평초등학교",육상,월요일:14:00~17:00 화요일:14:00~17:00  수요일:14:00~17:00  목요일:14:00~17:00  금요일:14:00~17:00  토요일:00:00~00:00  일요일:00:00~00:00,1,1,1,127.5072669,37.83070509
601,2020,울산광역시,동구,초등학교,화정초등학교,20200301~20201231,2969㎥ /4개 코트,울산광역시 동구 대송9길 55 (화정동),"골프,탁구",월요일:18:00~23:00 화요일:18:00~23:00  수요일:18:00~23:00  목요일:18:00~23:00  금요일:18:00~23:00   일요일:09:00~18:00,1,1,1,129.4204,35.5017302
603,2020,광주광역시,서구,중학교,금호중학교,20200302~20201231,612㎥ /4개 코트,광주광역시 서구 금화로115번길 72 (금호동),"족구,풋살,농구,배드민턴,탁구",월요일:16:00~19:30 화요일:16:00~19:30  수요일:16:00~19:30  목요일:16:00~19:30  금요일:16:00~19:00,1,1,1,126.8612228,35.13958449
610,2020,울산광역시,울주군,초등학교,언양초등학교,20200301~20201231,711㎥ /1개 코트,울산광역시 울주군 언양읍 북문8길 8 (올리브빌),"요가,배구",월요일:19:00~22:00 화요일:19:00~22:00  수요일:19:00~22:00  목요일:19:00~22:00  금요일:19:00~22:00  토요일:19:00~22:00,1,2,1,129.1214995,35.57161017
615,2020,전라남도,무안군,초등학교,망운초등학교,20200301~20201231,623.3㎥ /3개 코트,전라남도 무안군 망운면 망운로 34,배드민턴,월요일:18:30~22:00 화요일:10:00~12:00  수요일:18:30~22:00  목요일:10:00~12:00  금요일:18:30~22:00  토요일:09:00~11:00,0,2,0,126.3937318,35.01627758
616,2020,충청남도,예산군,중학교,예산중학교,20200301~20201231,2.115㎥ /6개 코트,충청남도 예산군 예산읍 예중길 40,"기타종목,배드민턴",월요일:19:00~22:00 화요일:20:00~22:00  수요일:19:00~22:00  목요일:19:00~22:00  금요일:20:00~22:00  토요일:09:30~11:30  일요일:00:00~00:00,1,2,1,126.8337434,36.67848098
628,2020,강원도,인제군,중학교,신남중학교,20200302~20201231,11944㎥ /4개 코트,"강원도 인제군 남면 신남로 47-35, 신남중학교","기타종목,배드민턴,탁구",월요일:14:00~22:00 화요일:14:00~22:00  수요일:14:00~22:00  목요일:14:00~22:00  금요일:14:00~22:00  토요일:10:00~12:00,1,2,1,128.0794902,37.96985476
633,2020,강원도,인제군,중학교,인제중학교,20200302~20201231,1028㎥ /1개 코트,"강원도 인제군 인제읍 인제로 231, 인제중학교","기타종목,농구,배드민턴",월요일:14:00~22:00 화요일:14:00~22:00  수요일:14:00~22:00  목요일:14:00~22:00  금요일:14:00~22:00  토요일:10:00~12:00,0,2,0,128.1754181,38.07083959
643,2020,강원도,철원군,고등학교,김화공업고등학교,20200301~20201231,1077㎥ /6개 코트,"강원도 철원군 서면 와수로166번길 5-5, 2층","족구,기타종목,배드민턴",월요일:19:00~22:00 화요일:19:00~22:00  수요일:19:00~22:00  목요일:19:00~22:00  금요일:19:00~22:00  토요일:09:00~13:00  일요일:09:00~13:00,2,2,2,127.4390285,38.23862133
647,2020,충청남도,부여군,중학교,용강중학교,20200301~20201231,610㎥ /2개 코트,"충청남도 부여군 구룡면 성충로 1429, 용강중학교","족구,풋살",월요일:14:00~22:00 화요일:14:00~22:00  수요일:14:00~22:00  목요일:14:00~22:00  금요일:14:00~22:00  토요일:00:00~00:00  일요일:00:00~00:00,2,2,2,126.8083323,36.25162459
656,2020,울산광역시,울주군,초등학교,온남초등학교,20200401~20201231,2960㎥ /6개 코트,울산광역시 울주군 온양읍 화산발리로 734,"줄넘기,필라테스,기타종목",월요일:19:30~22:30 화요일:19:30~22:30  수요일:19:30~22:30  목요일:19:30~22:30  금요일:19:30~22:30  토요일:19:30~22:30  일요일:19:30~22:30,2,2,2,129.2886376,35.40595715
658,2020,전라남도,영암군,중학교,삼호중학교,20200301~20201231,769㎥ /4개 코트,"전라남도 영암군 삼호읍 방아제로 102, 삼호중학교","배구,배드민턴",월요일:17:00~22:00  수요일:17:00~22:00  목요일:17:00~22:00  금요일:17:00~22:00  토요일:13:00~21:00,0,1,0,126.4674655,34.75075323
659,2020,전라남도,영암군,초등학교,영암초등학교,20200301~20201231,601㎥ /4개 코트,"전라남도 영암군 영암읍 영암초중고길 1, 영암초등학교","배구,배드민턴",월요일:17:00~22:00  수요일:17:00~22:00  목요일:17:00~22:00  금요일:17:00~22:00  토요일:13:00~21:00,0,1,0,126.687803,34.79734224
660,2020,전라남도,영광군,초등학교,영광초등학교,20200301~20201231,1457㎥ /2개 코트,"전라남도 영광군 영광읍 중앙로 216-7, 영광초등학교","농구,배드민턴,태권도",월요일:18:00~22:00 화요일:18:00~22:00  수요일:18:00~22:00  목요일:18:00~22:00  금요일:18:00~22:00  토요일:09:00~13:00,0,2,0,126.5131739,35.2780562
666,2020,경상북도,경주시,초등학교,안강제일초등학교,20200401~20201231,1327㎥ /5대개 코트,"경상북도 경주시 안강읍 안강중앙로 189, 안강제일초등학교",탁구,월요일:10:00~18:00 화요일:10:00~18:00  수요일:10:00~18:00  목요일:10:00~18:00  금요일:10:00~18:00  토요일:10:00~15:00  일요일:00:00~00:00,1,1,1,129.2210409,35.99441641
672,2020,경상남도,거제시,중학교,신현중학교,20200301~20201231,702㎥ /1개 코트,경상남도 거제시 서문로1길 17 (고현동),탁구,월요일:10:00~22:00 화요일:10:00~22:00  수요일:10:00~22:00  목요일:10:00~22:00  금요일:10:00~22:00  토요일:12:30~17:00  일요일:00:00~00:00,0,1,1,128.6166441,34.88862284
673,2020,경기도,시흥시,초등학교,군서초등학교,20200301~20201231,842.8㎥ /3개 코트,"경기도 시흥시 정왕천로427번길 30, 30 군서초등학교(정왕동) (정왕동)","농구,배구,배드민턴",월요일:16:00~20:00 화요일:16:00~20:00  수요일:16:00~20:00  목요일:16:00~20:00  금요일:16:00~20:00  토요일:00:00~00:00  일요일:09:00~14:00,2,3,2,126.7518122,37.34736139
693,2020,전라북도,장수군,초등학교,장수계남초등학교,20200301~20201231,652.5㎥ /4개 코트,"전라북도 장수군 계남면 조곡길 1, 계남초등학교","뉴스포츠**,배드민턴",월요일:19:00~22:00 화요일:19:00~22:00  수요일:19:00~22:00  목요일:19:00~22:00  금요일:19:00~22:00   일요일:19:00~22:00,2,2,2,127.5778461,35.70217098
710,2020,전라남도,나주시,초등학교,세지초등학교,20200301~20201231,686.9㎥ /4개 코트,"전라남도 나주시 세지면 동창로 111, 0","뉴스포츠**,배드민턴",월요일:19:30~22:30 화요일:19:30~22:30  수요일:19:30~22:30  목요일:19:30~22:30  금요일:19:30~22:30  토요일:19:30~22:30,0,2,2,126.7474347,34.91939667
715,2020,전라남도,목포시,초등학교,목포북교초등학교,20200302~20201231,774.7㎥ /4개 코트,"전라남도 목포시 수문로 83, 북교초등학교 (북교동)","농구,배드민턴",월요일:18:00~22:00 화요일:17:00~18:00  수요일:18:00~22:00  목요일:17:00~18:00  금요일:18:00~22:00  토요일:13:00~18:00  일요일:00:00~00:00,1,2,1,126.3776929,34.79579781
720,2020,강원도,정선군,초등학교,화동초등학교,20200301~20201231,897.6㎥ /4개 코트,강원도 정선군 화암면 그림바위길 66-20,"족구,배드민턴,탁구",월요일:14:00~22:00 화요일:14:00~22:00  수요일:00:00~00:00  목요일:14:00~22:00  금요일:14:00~22:00  토요일:09:00~22:00  일요일:00:00~00:00,0,0,0,128.7880149,37.33868608
724,2020,충청남도,서산시,초등학교,서산초등학교,20210301~20211231,2500㎥ /3개 코트,"충청남도 서산시 중앙로 38-1, 서산초등학교 (동문동)","기타종목,배드민턴",월요일:19:00~22:00 화요일:19:00~22:00  수요일:19:00~22:00  목요일:19:00~22:00  금요일:19:00~22:00  토요일:19:00~22:00  일요일:19:00~22:00,0,2,1,126.4551702,36.78115608
726,2020,전라북도,정읍시,초등학교,정읍남초등학교,20200302~20201231,647.1㎥ /3개 코트,"전라북도 정읍시 남산5길 25, 정읍남초등학교 (시기동)","기타종목,배구,배드민턴",월요일:19:00~22:00 화요일:19:00~22:00  수요일:19:00~22:00  목요일:19:00~22:00  금요일:19:00~22:00  토요일:16:00~18:00  일요일:00:00~00:00,1,1,0,126.8491477,35.56039781
738,2020,충청남도,태안군,고등학교,태안고등학교,20200601~20201231,1058㎥ /4개 코트,"충청남도 태안군 태안읍 백화로 251, 태안고등학교","배드민턴,탁구",월요일:19:00~22:30 화요일:19:00~22:30  수요일:19:00~22:30  목요일:19:00~22:30  금요일:19:00~22:30  토요일:19:00~22:30  일요일:19:00~22:30,2,2,2,126.3178128,36.75429893
748,2020,경상남도,창녕군,중학교,남지중학교,20200301~20201231,788.5㎥ /3개 코트,"경상남도 창녕군 남지읍 낙동로 411-5, 남지중학교","요가,배드민턴",월요일:19:00~22:00 화요일:19:00~22:00   목요일:19:00~22:00  금요일:19:00~22:00  토요일:19:00~22:00,0,2,0,128.4695487,35.38819424
751,2020,전라북도,남원시,초등학교,오동초등학교,20200301~20201231,431.6㎥ /1개 코트,"전라북도 남원시 이백면 이백로 147, 오동초등학교","풋살,기타종목,배드민턴",월요일:17:00~21:00 화요일:17:00~21:00  수요일:17:00~21:00  목요일:17:00~21:00  금요일:17:00~21:00  토요일:14:00~16:00,1,2,2,127.4233385,35.42730863
753,2020,세종특별자치시,세종특별자치시,중학교,부강중학교,20200401~20201231,1.15㎥ /4개 코트,"세종특별자치시 부강면 부강로 25-7, 부강중학교","족구,배구,배드민턴",월요일:17:00~22:00 화요일:17:00~22:00  수요일:17:00~22:00  목요일:17:00~22:00  금요일:17:00~22:00  토요일:09:00~12:00,0,2,2,127.3667544,36.52823146
755,2021,세종특별자치시,세종특별자치시,고등학교,두루고등학교,20210401~20211225,4955㎥ /2개 코트,세종특별자치시 마음안1로 53(고운동),기타종목,월요일:07:00~20:00 화요일:07:00~20:00  수요일:07:00~20:00  목요일:07:00~20:00  금요일:07:00~20:00,1,1,1,127.2273942,36.51626999
758,2021,전라북도,군산시,초등학교,군산동초(오성문화센터),20210301~20211231,642㎥ /3개 코트,전라북도 군산시 성산면 송호로 217,탁구,화요일:13:00~17:00  수요일:13:00~17:00  목요일:13:00~17:00  금요일:13:00~17:00  토요일:08:30~12:30,1,2,0,126.7852892,35.98899079
759,2021,전라북도,김제시,초등학교,부용초등학교,20210112~20211231,712㎥ /3개 코트,"전라북도 김제시 백구면 황토로 1030, 1층","배구,배드민턴",월요일:19:00~22:00 화요일:19:00~22:00  수요일:19:00~22:00  목요일:19:00~22:00  금요일:19:00~22:00  토요일:10:00~13:00  일요일:00:00~00:00,1,1,1,126.9519298,35.87662209
773,2021,전라남도,무안군,초등학교,망운초등학교,20210308~20211231,623.3㎥ /3개 코트,"전라남도 무안군 삼향읍 남악4로82번길 31, 103동308호 (근화베아채)",배드민턴,월요일:18:30~22:00 화요일:10:00~12:00  수요일:18:30~22:00  목요일:10:00~12:00  금요일:18:30~22:00  토요일:09:00~11:00,1,2,1,126.4698052,34.81262632
777,2021,대전광역시,서구,초등학교,대전변동초등학교,20210401~20211231,1071㎥ /4개 코트,대전광역시 서구 유등로 373(변동),"줄넘기,피구,배드민턴",월요일:09:00~22:00 화요일:13:00~22:00  수요일:15:00~22:00  목요일:15:00~22:00  금요일:15:00~22:00,0,2,0,127.3858307,36.32487784
778,2021,대전광역시,서구,중학교,대전관저중학교,20210401~20211231,4262㎥ /1개 코트,"대전광역시 서구 관저동로 143, 대전관저중학교(관저동)",배드민턴,월요일:15:00~22:00 화요일:15:00~22:00  수요일:15:00~22:00  목요일:15:00~22:00  금요일:15:00~22:00  토요일:09:00~14:00,0,2,0,127.3393813,36.30557206
780,2021,전라남도,강진군,초등학교,제1체육관,20210401~20211130,6502㎥ /8개 코트,"전라남도 강진군 군동면 종합운동장길 60, 전남 강진군 군동면 종합운동장길 60","배드민턴,체조",토요일:18:00~22:00,0,0,0,126.781307,34.64527283
787,2021,대전광역시,중구,중학교,충남여자중학교,20210401~20211231,891.4㎥ /6개 코트,대전광역시 중구 동서대로 1368(목동),"배구,탁구,테니스",월요일:14:00~22:00 화요일:14:00~22:00  수요일:14:00~22:00  목요일:14:00~22:00  금요일:14:00~22:00  토요일:09:00~12:00,2,2,0,127.411631,36.33163973
788,2021,대전광역시,중구,고등학교,대전고등학교,20210401~20211231,1220㎥ /2개 코트,"대전광역시 중구 대흥로 110, 대전고등학교(대흥동)",농구,월요일:15:00~22:00 화요일:15:00~22:00  수요일:15:00~22:00  목요일:15:00~22:00  금요일:15:00~22:00  토요일:09:00~14:00,0,0,0,127.423386,36.32243054
789,2021,대전광역시,서구,초등학교,대전서부초등학교,20210401~20211231,819.7㎥ /3개 코트,대전광역시 서구 동서대로 968(변동),"기타종목,배드민턴",월요일:10:00~22:00 화요일:14:00~22:00  수요일:14:00~22:00  목요일:14:00~22:00  금요일:14:00~22:00,2,2,0,127.3692214,36.33353655
794,2021,대전광역시,중구,초등학교,대전오류초등학교,20210401~20211231,800㎥ /2개 코트,"대전광역시 중구 오류로 46, 대전오류초등학교(오류동)","뉴스포츠**,줄넘기,배드민턴",월요일:09:00~20:00 화요일:14:00~20:00  수요일:14:00~20:00  목요일:14:00~20:00  금요일:14:00~20:00  토요일:09:00~14:00,2,2,2,127.4051451,36.32496974
799,2021,경기도,고양시,초등학교,백양초등학교,20210401~20211231,500㎥ /3개 코트,"경기도 고양시 덕양구 화신로 238, 백양초등학교 체육관 (화정동)","농구,배드민턴",월요일:16:30~21:00 화요일:16:30~21:00   목요일:16:30~21:00  금요일:16:30~21:00   일요일:10:00~18:00,0,1,0,126.836166,37.63225803
800,2021,경기도,고양시,중학교,한수중학교,20210401~20211231,998㎥ /4개 코트,"경기도 고양시 일산서구 주엽로 117, 한수중학교 체육관 (주엽동)","배구,배드민턴",월요일:18:00~19:30  수요일:18:00~20:00  목요일:16:30~19:30  금요일:16:30~19:30   일요일:12:00~18:00,0,1,0,126.7561898,37.66990116
804,2021,경상북도,경산시,초등학교,정평초등학교,20210301~20211231,1159㎥ /5개 코트,"경상북도 경산시 대학로16길 15, 강당 (정평동)","배구,배드민턴",월요일:18:00~22:00 화요일:18:00~22:00  수요일:18:00~22:00  목요일:18:00~22:00  금요일:18:00~22:00  토요일:17:30~21:30,0,2,0,128.7310588,35.83320452
805,2021,충청남도,태안군,고등학교,태안고등학교,20210401~20211231,1.058㎥ /6개 코트,"충청남도 태안군 태안읍 평천길 217, 태안군종합운동장","배드민턴,탁구",월요일:19:00~22:00 화요일:19:00~22:00  수요일:19:00~22:00  목요일:19:00~22:00  금요일:19:00~22:00  토요일:19:00~22:00  일요일:19:00~22:00,2,2,2,126.3310338,36.7376524
812,2021,경상남도,하동군,고등학교,하동여자고등학교,20210301~20211231,"935,1㎥ /5개 코트",경상남도 하동군 하동읍 송림1길 30,"배구,체조",월요일:16:00~20:00 화요일:16:00~20:00  수요일:16:00~20:00  목요일:16:00~20:00  금요일:16:00~20:00  토요일:16:00~20:00,1,2,1,127.7472287,35.06279341
814,2021,전라남도,목포시,초등학교,목포국제축구센터(삼학),20210301~20211231,158.4㎥ /6개 코트,"전라남도 목포시 내화마을길 89, 다목적체육관 (대양동)","배구,배드민턴",월요일:14:00~17:00 화요일:14:00~18:00  수요일:14:00~17:00  목요일:14:00~18:00  금요일:14:00~17:00  토요일:13:00~16:00,1,2,1,126.3958007,34.82870032
844,2021,강원도,인제군,초등학교,인제남초등학교,20210412~20211231,1200㎥ /1개 코트,"강원도 인제군 인제읍 인제로156번길 34, 인제남초등학교","배드민턴,테니스",월요일:14:00~22:00 화요일:14:00~22:00  수요일:14:00~22:00  목요일:14:00~22:00  금요일:14:00~22:00  토요일:10:00~12:00,0,1,0,128.1706152,38.06409656
850,2021,대전광역시,중구,초등학교,대전동문초등학교,20210401~20211231,2.754㎥ /8개 코트,대전광역시 중구 문화로 200(문화동),"풋살,줄넘기,피구,탁구",월요일:12:00~20:00 화요일:12:00~20:00  수요일:12:00~20:00  목요일:12:00~20:00  금요일:12:00~20:00  토요일:10:00~17:00  일요일:00:00~00:00,0,4,0,127.4061915,36.31425478
853,2021,대전광역시,중구,고등학교,대전동산고등학교,20210401~20211231,1.532㎥ /16개 코트,대전광역시 중구 문화로 183(문화동),탁구,월요일:13:00~21:00 화요일:13:00~21:00  수요일:13:00~21:00  목요일:13:00~21:00  금요일:13:00~21:00,0,0,0,127.4044918,36.31611842
854,2021,대전광역시,서구,중학교,대전서중학교,20210401~20211231,1185㎥ /1개 코트,"대전광역시 서구 동서대로997번길 57, 대전서중학교(괴정동)",기타종목,월요일:10:00~18:00 화요일:15:00~20:00  수요일:15:00~21:30  목요일:15:00~21:30  금요일:15:00~21:30  토요일:09:00~20:00,1,1,0,127.374561,36.3364274
855,2021,경상북도,성주군,초등학교,아주s&t(장기초),20210401~20211231,0㎥ /2개 코트,"경상북도 성주군 성주읍 성주산업단지로 72, 아주st",기타종목,월요일:00:00~00:00 화요일:00:00~00:00  수요일:00:00~    토요일:13:00~19:00  일요일:10:00~16:00,0,0,0,128.2904535,35.93455309
856,2021,전라남도,광양시,초등학교,광양서초등학교(광양시체육회 대체체육시설),20210601~20211231,132.8㎥ /3개 코트,전라남도 광양시 광양읍 서천변로 111,"족구,배구,탁구",월요일:15:30~22:00 화요일:15:30~22:00  수요일:15:30~22:00  목요일:15:30~22:00  금요일:15:30~22:00  토요일:13:00~17:00,1,1,1,127.5734949,34.97437063
857,2021,전라남도,광양시,초등학교,광양마로초등학교(중등근린공원 대체시설),20210601~20211231,88004㎥ /11개 코트,"전라남도 광양시 광장로 37, 중동근린공원 (중동)","풋살,피구,배구,배드민턴",월요일:15:30~22:00 화요일:15:30~22:00  수요일:15:30~22:00  목요일:15:30~22:00  금요일:15:30~22:00  토요일:13:00~17:00,1,2,1,127.6914483,34.93546618
858,2021,전라남도,광양시,중학교,광양중학교(국민체육센터 대체시설),20210601~20211231,2275㎥ /4개 코트,"전라남도 광양시 봉강면 매천로 695-9, 국민체육센터","농구,배구,배드민턴",월요일:15:00~21:30 화요일:15:00~21:30  수요일:15:00~21:30  목요일:15:00~21:30  금요일:15:00~21:30  토요일:13:00~17:00,1,2,1,127.5737443,34.98237606
861,2021,충청남도,예산군,초등학교,신례원초등학교,20210701~20211231,10000㎥ /8개 코트,"충청남도 예산군 예산읍 신례원로 179, 1","배드민턴,탁구",월요일:13:00~21:00 화요일:13:00~21:00  수요일:13:00~21:00  목요일:13:00~21:00  금요일:13:00~21:00,2,2,2,126.8429758,36.7253367
866,2021,경상남도,양산시,초등학교,어곡초등학교,20210301~20211231,123㎥ /1개 코트,"경상남도 양산시 두전길 30-19, 어곡초등학교(어곡동)",인라인스케이트,월요일:17:00~20:00 화요일:17:00~20:00  수요일:17:00~20:00  목요일:17:00~20:00  금요일:17:00~20:00  토요일:08:00~11:00,0,1,1,129.0290882,35.38042314
868,2021,경상남도,진주시,중학교,진주중학교,20210324~20211231,430㎥ /1개 코트,"경상남도 진주시 의곡길 15, 진주중학교(상봉동)","기타종목,웨이트트레이닝",월요일:17:30~22:00 화요일:17:30~22:00  수요일:17:30~22:00  목요일:17:30~22:00  금요일:17:30~22:00  토요일:10:00~14:00,0,1,1,128.0805137,35.1995329
891,2022,제주특별자치도,서귀포시,중학교,서귀포여자중학교,20220613~20221231,2000㎥ /1개 코트,"제주특별자치도 서귀포시 일주동로 8820, 서귀포여자중학교(서홍동)","줄넘기,댄스스포츠",월요일:19:30~22:00 화요일:18:30~22:00  수요일:19:30~22:00  목요일:18:30~22:00  금요일:19:30~22:00  토요일:00:00~00:00  일요일:14:00~17:30,0,1,0,126.5465121,33.25584018
897,2022,대전광역시,서구,고등학교,대전제일고등학교,20220412~20221231,244.5㎥ /10개 코트,대전광역시 서구 배재로46번길 77(도마동),기타종목,월요일:13:00~21:00 화요일:13:00~21:00  수요일:13:00~21:00  목요일:13:00~21:00  금요일:13:00~21:00  토요일:18:00~21:00,0,0,1,127.3723589,36.31337428
898,2022,서울특별시,영등포구,중학교,신길중학교,20220101~20221231,840㎥ /4개 코트,서울특별시 영등포구 신길로28길 43(신길동),"풋살,농구,탁구",월요일:18:00~21:00 화요일:18:00~20:00  수요일:18:00~21:00  목요일:18:00~20:00  금요일:18:00~21:00,0,1,0,126.9154355,37.50203454
904,2022,경상북도,상주시,초등학교,모서초등학교,20220301~20221231,1037㎥ /3개 코트,"경상북도 상주시 모서면 백화로 1387, 모서초등학교",배드민턴,월요일:17:00~22:00 화요일:17:00~22:00  수요일:17:00~22:00  목요일:17:00~22:00  금요일:17:00~22:00  토요일:16:00~22:00,0,0,0,127.9610605,36.34306815
914,2022,경상남도,양산시,초등학교,백동초등학교,20220401~20221231,1852㎥ /4개 코트,"경상남도 양산시 백동길 19-24, 백동초등학교(소주동)",배드민턴,월요일:13:00~19:00 화요일:13:00~19:00  수요일:13:00~19:00  목요일:13:00~19:00  금요일:13:00~19:00  토요일:09:00~19:00  일요일:00:00~00:00,0,1,0,129.1534147,35.40557001
919,2022,강원도,속초시,중학교,청초생활체육관,20220101~20221231,1298㎥ /6개 코트,"강원도 속초시 동해대로 4229, 청초생활체육관(교동)","족구,에어로빅,농구,배드민턴,체조,탁구",월요일:05:00~22:00 화요일:05:00~22:00  수요일:05:00~22:00  목요일:05:00~22:00  금요일:05:00~23:00  토요일:05:00~22:00  일요일:05:00~22:00,2,2,2,128.5770383,38.196627
920,2022,강원도,속초시,중학교,속초시체육회 체조체육관,20220101~20221231,198㎥ /1개 코트,"강원도 속초시 엑스포로 174, 2층(교동)","요가,에어로빅,필라테스,체조",월요일:09:00~15:30 화요일:09:00~15:30  수요일:09:00~15:30  목요일:09:00~15:30  금요일:09:00~15:30,1,1,0,128.5812422,38.19902274
923,2022,충청북도,충주시,초등학교,금가초등학교,20220301~20221231,993㎥ /3개 코트,"충청북도 충주시 금가면 가마골길 16, 금가초등학교","배구,배드민턴",월요일:19:00~22:00 화요일:19:00~22:00  수요일:19:00~22:00  목요일:19:00~22:00  금요일:19:00~22:00,0,0,0,127.9225068,37.0442277
925,2022,충청남도,서산시,중학교,해미중학교,20220307~20221231,7500㎥ /1개 코트,충청남도 서산시 해미면 남문2로 93,기타종목,월요일:19:00~22:00 화요일:19:00~22:00  수요일:19:00~22:00  목요일:19:00~22:00  금요일:19:00~22:00  토요일:14:00~18:00  일요일:14:00~18:00,0,2,0,126.5444134,36.71515062
